Gene1	Gene2	Annotation	Direction	Score
DDX42	LSM4	complex; input	-	1.00
DDX42	LSM5	complex; input	-	1.00
DDX42	LSM6	complex; input	-	1.00
DDX42	LSM7	complex; input	-	1.00
DDX42	LSM8	complex; input	-	1.00
DDX42	LUC7L3	catalyzed by; input	<-	1.00
DDX42	MAGOH	catalyze; input	->	1.00
DDX42	MAGOHB	catalyze; input	->	1.00
DDX42	MFAP1	catalyze; complex; input	->	1.00
DDX42	MTREX	complex; input	-	1.00
DDX42	NCBP1	catalyzed by; complex; input	<-	1.00
DDX42	NCBP2	catalyzed by; complex; input	<-	1.00
DDX42	NSRP1	catalyze; input	->	1.00
DDX42	NUDT21	complex	-	1.00
DDX42	PABPN1	complex	-	1.00
DDX42	PAPOLA	complex	-	1.00
DDX42	PCBP1	catalyzed by; complex; input	<-	1.00
DDX42	PCBP2	catalyzed by; complex; input	<-	1.00
DDX42	PCF11	complex	-	1.00
DDX42	PDCD7	complex; input	-	1.00
DDX42	PHF5A	complex	-	1.00
DDX42	PLRG1	catalyze; complex; input	->	1.00
DDX42	PNN	catalyze; complex; input	->	1.00
DDX42	POLR2A	catalyzed by; complex; input	<-	1.00
DDX42	POLR2B	catalyzed by; complex; input	<-	1.00
DDX42	POLR2C	catalyzed by; complex; input	<-	1.00
DDX42	POLR2D	catalyzed by; complex; input	<-	1.00
DDX42	POLR2E	catalyzed by; complex; input	<-	1.00
DDX42	POLR2F	catalyzed by; complex; input	<-	1.00
DDX42	POLR2G	catalyzed by; complex; input	<-	1.00
DDX42	POLR2H	catalyzed by; complex; input	<-	1.00
DDX42	POLR2I	catalyzed by; complex; input	<-	1.00
DDX42	POLR2J	catalyzed by; complex; input	<-	1.00
DDX42	POLR2K	catalyzed by; complex; input	<-	1.00
DDX42	POLR2L	catalyzed by; complex; input	<-	1.00
DDX42	PPIE	catalyze; complex; input	->	1.00
DDX42	PPIG	catalyze; input	->	1.00
DDX42	PPIH	complex; input	-	1.00
DDX42	PPIL1	catalyze; complex; input	->	1.00
DDX42	PPIL2	catalyze; complex; input	->	1.00
DDX42	PPIL3	catalyze; complex; input	->	1.00
DDX42	PPIL4	catalyze; input	->	1.00
DDX42	PPP1R8	complex; input	-	1.00
DDX42	PPWD1	catalyze; input	->	1.00
DDX42	PQBP1	catalyze; catalyzed by; complex; input	<->	1.00
DDX42	PRCC	catalyze; complex; input	->	1.00
DDX42	PRPF19	catalyze; complex; input	->	1.00
DDX42	PRPF3	complex; input	-	1.00
DDX42	PRPF31	complex; input	-	1.00
DDX42	PRPF38A	catalyze; complex; input	->	1.00
DDX42	PRPF4	complex; input	-	1.00
DDX42	PRPF40A	catalyzed by; complex; input	<-	1.00
DDX42	PRPF4B	complex; input	-	1.00
DDX42	PRPF6	complex; input	-	1.00
DDX42	PRPF8	complex; input	-	1.00
DDX42	PTBP1	catalyzed by; complex; input	<-	1.00
DDX42	PUF60	complex	-	1.00
DDX42	RBM10	catalyzed by; complex; input	<-	1.00
DDX42	RBM17	complex	-	1.00
DDX42	RBM22	catalyze; complex; input	->	1.00
DDX42	RBM25	catalyzed by; complex; input	<-	1.00
DDX42	RBM39	catalyzed by; complex; input	<-	1.00
DDX42	RBM42	complex; input	-	1.00
DDX42	RBM5	complex; input	-	1.00
DDX42	RBM7	catalyzed by; input	<-	1.00
DDX42	RBM8A	catalyze; input	->	1.00
DDX42	RBMX	catalyzed by; complex; input	<-	1.00
DDX42	RBMX2	catalyze; complex; input	->	1.00
DDX42	RNF113A	catalyze; complex; input	->	1.00
DDX42	RNPC3	complex	-	1.00
DDX42	RNPS1	catalyze; complex; input	->	1.00
DDX42	RUVBL1	predicted	-	0.93
DDX42	RUVBL2	predicted	-	0.91
DDX42	SAP18	catalyze; complex; input	->	1.00
DDX42	SART1	complex; input	-	1.00
DDX42	SF1	catalyzed by; input	<-	1.00
DDX42	SF3A1	complex	-	1.00
DDX42	SF3A2	complex	-	1.00
DDX42	SF3A3	complex	-	1.00
DDX42	SF3B1	complex	-	1.00
DDX42	SF3B2	complex	-	1.00
DDX42	SF3B3	complex	-	1.00
DDX42	SF3B4	complex	-	1.00
DDX42	SF3B5	complex	-	1.00
DDX42	SF3B6	complex	-	1.00
DDX42	SMNDC1	complex	-	1.00
DDX42	SMU1	complex; input	-	1.00
DDX42	SNIP1	catalyze; complex; input	->	1.00
DDX42	SNRNP200	complex; input	-	1.00
DDX42	SNRNP25	complex; input	-	1.00
DDX42	SNRNP27	complex; input	-	1.00
DDX42	SNRNP35	complex; input	-	1.00
DDX42	SNRNP40	complex; input	-	1.00
DDX42	SNRNP48	complex; input	-	1.00
DDX42	SNRNP70	catalyzed by; complex; input	<-	1.00
DDX42	SNRPA	catalyzed by; complex; input	<-	1.00
DDX42	SNRPA1	complex	-	1.00
DDX42	SNRPB	catalyzed by; complex; input	<-	1.00
DDX42	SNRPB2	complex	-	1.00
DDX42	SNRPC	catalyzed by; complex; input	<-	1.00
DDX42	SNRPD1	catalyzed by; complex; input	<-	1.00
DDX42	SNRPD2	catalyzed by; complex; input	<-	1.00
DDX42	SNRPD3	catalyzed by; complex; input	<-	1.00
DDX42	SNRPE	catalyzed by; complex; input	<-	1.00
DDX42	SNRPF	catalyzed by; complex; input	<-	1.00
DDX42	SNRPG	catalyzed by; complex; input	<-	1.00
DDX42	SNRPN	complex	-	1.00
DDX42	SNU13	complex; input	-	1.00
DDX42	SNW1	catalyze; complex; input	->	1.00
DDX42	SRRM1	complex; input	-	1.00
